Plate information 
1,1,="",36.65,36.95,21.7,21.4,Meas A,0,0,De=1st Ex=Top Em=Top,31,2/8/2025 11:18:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,

Results for Meas A -  (RFU)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,508,580,559,977,1094,1077,1039,994,1043,,,,
B,486,552,515,1818,1823,1806,1438,1385,1425,,,,
C,568,609,449,1143,1179,1282,737,793,867,,,,
D,1957,2287,2384,1581,1568,1482,998,1031,1078,,,,
E,1611,1516,1776,1252,1161,1173,958,946,878,,,,
F,3573,2430,3423,947,1036,917,816,821,690,,,,
G,2069,1921,2190,931,842,830,580,500,568,,,,
H,1192,1284,1505,559,690,552,497,577,576,,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",36.65,36.95,21.7,21.4,Meas A,0,0,De=1st Ex=Top Em=Top,32,2/8/2025 11:18:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,

Results for Meas A -  (RFU)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,543,566,527,1240,1015,1067,1002,1149,1003,,,,
B,578,546,509,1870,1930,1827,1424,1432,1462,,,,
C,580,483,565,1284,1222,1308,841,861,764,,,,
D,1955,2338,2533,1521,1565,1569,904,1032,1079,,,,
E,1640,1682,1604,1281,1155,1309,835,883,845,,,,
F,3560,2409,3494,1089,1026,907,749,811,747,,,,
G,2052,2144,2196,963,1030,771,552,606,572,,,,
H,1216,1307,1622,604,493,592,625,691,474,,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",36.65,36.95,21.7,21.4,Meas A,0,0,De=1st Ex=Top Em=Top,33,2/8/2025 11:18:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,

Results for Meas A -  (RFU)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,623,605,550,1198,1174,1079,1003,1123,1105,,,,
B,527,515,508,1822,1915,1818,1362,1459,1476,,,,
C,527,417,621,1205,1171,1276,776,752,829,,,,
D,1945,2410,2362,1553,1633,1632,1003,1049,1127,,,,
E,1656,1633,1686,1193,1153,1191,959,815,956,,,,
F,3494,2448,3508,981,886,1014,749,711,741,,,,
G,1963,1995,2101,983,1063,757,570,567,535,,,,
H,1231,1089,1554,604,433,575,653,517,516,,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",36.65,36.95,21.7,21.4,Meas A,0,0,De=1st Ex=Top Em=Top,34,2/8/2025 11:18:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,

Results for Meas A -  (RFU)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,510,606,547,1100,1157,1158,1152,975,905,,,,
B,533,474,581,1916,1780,1891,1474,1417,1496,,,,
C,555,492,492,1212,1210,1263,815,826,730,,,,
D,1852,2341,2313,1462,1505,1610,1062,1104,1160,,,,
E,1734,1631,1710,1128,1266,1222,870,959,936,,,,
F,3587,2485,3591,1109,898,1021,762,802,739,,,,
G,1990,1999,2004,986,1052,730,486,514,562,,,,
H,1163,1140,1491,625,464,527,498,588,453,,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",36.65,36.95,21.7,21.4,Meas A,0,0,De=1st Ex=Top Em=Top,35,2/8/2025 11:18:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,

Results for Meas A -  (RFU)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,566,520,497,1244,1146,1200,1057,1115,1021,,,,
B,535,606,667,1943,1949,1797,1374,1417,1381,,,,
C,598,443,551,1156,1344,1277,761,845,772,,,,
D,1896,2344,2384,1556,1558,1577,1017,989,1124,,,,
E,1705,1680,1648,1367,1185,1294,841,1033,995,,,,
F,3458,2534,3462,1072,1037,965,785,790,811,,,,
G,1991,2005,2106,986,1070,771,553,606,590,,,,
H,1230,1155,1520,590,563,594,582,565,628,,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",36.65,36.95,21.7,21.4,Meas A,0,0,De=1st Ex=Top Em=Top,36,2/8/2025 11:18:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,

Results for Meas A -  (RFU)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,480,497,560,1171,1174,1142,985,1081,976,,,,
B,478,601,487,1860,1937,1856,1415,1316,1450,,,,
C,487,504,544,1266,1264,1219,770,767,809,,,,
D,1875,2267,2384,1592,1542,1576,975,1141,1250,,,,
E,1731,1684,1759,1329,1244,1213,939,837,881,,,,
F,3624,2424,3645,1118,1052,962,766,791,733,,,,
G,2014,2020,2198,1081,1039,838,537,553,637,,,,
H,1352,1233,1485,476,542,493,571,635,654,,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",36.65,36.95,21.7,21.4,Meas A,0,0,De=1st Ex=Top Em=Top,37,2/8/2025 11:18:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,

Results for Meas A -  (RFU)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,552,595,476,1167,1279,1082,1081,1184,1016,,,,
B,594,519,511,1936,1988,1910,1464,1448,1368,,,,
C,488,581,594,1291,1248,1257,637,892,767,,,,
D,1946,2414,2369,1609,1523,1644,952,1070,1202,,,,
E,1561,1578,1769,1213,1281,1279,898,903,962,,,,
F,3572,2554,3487,928,885,1102,746,815,772,,,,
G,2050,1958,2100,1119,1110,934,632,525,519,,,,
H,1226,1116,1525,527,546,627,574,522,542,,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",36.65,36.95,21.7,21.4,Meas A,0,0,De=1st Ex=Top Em=Top,38,2/8/2025 11:18:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,

Results for Meas A -  (RFU)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,563,445,503,1220,1178,1184,1024,1059,945,,,,
B,455,664,600,1892,1998,1944,1395,1449,1428,,,,
C,533,526,516,1127,1238,1275,701,772,831,,,,
D,1944,2273,2349,1540,1476,1531,1088,1218,1168,,,,
E,1668,1731,1755,1378,1369,1336,744,825,845,,,,
F,3547,2498,3551,988,955,982,681,700,828,,,,
G,1968,2112,2074,1065,1038,805,665,544,430,,,,
H,1241,1155,1527,581,523,557,630,514,561,,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",36.65,36.95,21.7,21.4,Meas A,0,0,De=1st Ex=Top Em=Top,39,2/8/2025 11:18:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,

Results for Meas A -  (RFU)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,543,524,686,1206,1183,1041,974,1103,990,,,,
B,532,530,527,1921,1899,1978,1264,1552,1422,,,,
C,534,602,541,1212,1292,1261,818,806,751,,,,
D,1911,2248,2307,1627,1510,1539,1030,1225,1140,,,,
E,1779,1609,1758,1222,1145,1188,877,747,959,,,,
F,3623,2466,3697,1023,1063,1030,783,769,778,,,,
G,2006,2076,2073,1028,1136,852,524,578,551,,,,
H,1278,1250,1584,513,475,497,501,587,521,,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",36.65,36.95,21.7,21.4,Meas A,0,0,De=1st Ex=Top Em=Top,40,2/8/2025 11:18:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,

Results for Meas A -  (RFU)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,548,509,600,1216,1196,1236,1038,1079,973,,,,
B,476,489,512,1954,1938,1906,1387,1378,1453,,,,
C,560,564,465,1299,1272,1448,723,832,824,,,,
D,2013,2266,2312,1647,1526,1537,1051,1295,1291,,,,
E,1736,1758,1783,1163,1194,1254,876,863,937,,,,
F,3725,2518,3666,1039,1120,1048,736,755,795,,,,
G,2072,2106,2170,1056,986,794,530,579,557,,,,
H,1265,1239,1584,547,599,599,608,484,514,,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",36.65,36.95,21.7,21.4,Meas A,0,0,De=1st Ex=Top Em=Top,41,2/8/2025 11:18:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,

Results for Meas A -  (RFU)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,552,631,526,1180,1193,1162,1005,997,1019,,,,
B,536,571,444,1801,1875,1902,1314,1427,1427,,,,
C,466,546,555,1221,1211,1274,798,760,838,,,,
D,1925,2246,2380,1649,1555,1701,876,1236,1137,,,,
E,1676,1743,1824,1317,1219,1352,839,1001,894,,,,
F,3585,2464,3593,1145,1096,1016,836,700,716,,,,
G,2068,2169,2001,1167,1101,775,606,595,556,,,,
H,1332,1228,1711,524,500,550,509,561,489,,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",36.65,36.95,21.7,21.4,Meas A,0,0,De=1st Ex=Top Em=Top,42,2/8/2025 11:18:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,

Results for Meas A -  (RFU)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,518,542,536,1219,1232,1135,1020,1046,1026,,,,
B,498,558,425,1838,1901,1903,1487,1435,1339,,,,
C,474,439,598,1276,1254,1417,799,844,643,,,,
D,1976,2250,2384,1595,1572,1662,997,1234,1206,,,,
E,1823,1790,1745,1180,1149,1277,954,873,938,,,,
F,3560,2405,3672,1058,997,1011,673,719,852,,,,
G,2144,2078,2113,1061,1071,840,561,603,606,,,,
H,1277,1101,1537,472,526,466,531,590,603,,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",36.65,36.95,21.7,21.4,Meas A,0,0,De=1st Ex=Top Em=Top,43,2/8/2025 11:18:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,

Results for Meas A -  (RFU)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,467,546,560,1106,1155,1209,1087,887,965,,,,
B,568,584,472,1993,1916,1936,1415,1512,1299,,,,
C,585,517,620,1318,1280,1251,742,781,753,,,,
D,1906,2195,2315,1602,1607,1618,944,1265,1153,,,,
E,1636,1713,1645,1102,1213,1282,908,923,907,,,,
F,3523,2515,3449,1066,963,948,639,896,776,,,,
G,2061,1933,2179,1084,1091,846,523,551,572,,,,
H,1256,1196,1596,559,541,568,510,539,478,,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",36.65,36.95,21.7,21.4,Meas A,0,0,De=1st Ex=Top Em=Top,44,2/8/2025 11:18:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,

Results for Meas A -  (RFU)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,533,583,516,1218,1306,1224,910,1022,1034,,,,
B,458,593,538,1982,1765,1958,1295,1528,1389,,,,
C,525,554,641,1201,1260,1351,756,797,679,,,,
D,1932,2303,2361,1619,1523,1638,1052,1216,1219,,,,
E,1785,1735,1854,1300,1340,1318,869,937,971,,,,
F,3644,2596,3617,1156,1043,1117,783,662,708,,,,
G,2077,2050,2140,1024,1028,867,537,656,577,,,,
H,1257,1265,1611,519,500,590,527,562,521,,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",36.65,36.95,21.7,21.4,Meas A,0,0,De=1st Ex=Top Em=Top,45,2/8/2025 11:18:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,

Results for Meas A -  (RFU)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,567,602,612,1284,1267,1309,1044,1005,918,,,,
B,474,533,605,1857,1998,1999,1444,1441,1495,,,,
C,525,564,467,1263,1317,1261,620,754,763,,,,
D,2054,2300,2365,1633,1708,1641,1003,1193,1176,,,,
E,1704,1787,1804,1303,1263,1309,802,850,983,,,,
F,3549,2562,3620,979,1020,1032,733,770,877,,,,
G,2047,2024,2170,1021,1138,902,458,499,528,,,,
H,1149,1132,1555,558,626,489,601,501,484,,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",36.65,36.95,21.7,21.4,Meas A,0,0,De=1st Ex=Top Em=Top,46,2/8/2025 11:18:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,

Results for Meas A -  (RFU)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,516,499,588,1178,1262,1113,1135,987,953,,,,
B,510,587,518,1951,1994,1898,1530,1526,1474,,,,
C,533,619,551,1283,1194,1413,764,771,815,,,,
D,1863,2259,2421,1519,1518,1758,997,1094,1145,,,,
E,1703,1757,1839,1186,1368,1197,851,883,914,,,,
F,3534,2557,3709,1077,1066,1049,782,751,725,,,,
G,2022,2104,2182,996,1194,841,602,495,581,,,,
H,1212,1236,1539,481,560,576,571,523,621,,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",36.65,36.95,21.7,21.4,Meas A,0,0,De=1st Ex=Top Em=Top,47,2/8/2025 11:18:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,

Results for Meas A -  (RFU)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,634,479,568,1249,1265,1160,1035,1105,934,,,,
B,478,539,534,2038,1863,1935,1503,1490,1407,,,,
C,562,489,587,1355,1215,1428,871,751,696,,,,
D,1896,2354,2349,1727,1529,1625,1075,1268,1157,,,,
E,1610,1757,1778,1328,1171,1361,898,932,904,,,,
F,3763,2501,3583,1024,1008,1097,727,862,778,,,,
G,2022,1984,2134,1129,1220,846,546,706,545,,,,
H,1189,1270,1515,457,426,593,623,466,566,,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",36.65,36.95,21.7,21.4,Meas A,0,0,De=1st Ex=Top Em=Top,48,2/8/2025 11:18:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,

Results for Meas A -  (RFU)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,560,585,543,1200,1192,1258,945,1046,979,,,,
B,627,440,552,2058,1881,1947,1404,1374,1532,,,,
C,610,477,548,1345,1249,1332,721,801,741,,,,
D,1947,2308,2369,1718,1567,1717,1006,1217,1100,,,,
E,1607,1748,1839,1150,1211,1385,927,796,935,,,,
F,3710,2592,3721,1034,1018,1043,749,790,833,,,,
G,2155,2087,2062,1005,1151,796,555,479,533,,,,
H,1167,1249,1619,604,574,466,578,559,595,,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",36.65,36.95,21.7,21.4,Meas B,0,0,De=1st Ex=Btm Em=N/A,1,2/8/2025 11:18:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,Meas B,0,42738,10,00:00:00.000,De=1st Ex=Btm Em=N/A,

Results for Meas B -  (A)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,0.0760,0.0770,0.0730,0.0860,0.0900,0.0870,0.1430,0.1410,0.1440,,,,
B,0.1410,0.1450,0.1470,0.1470,0.1460,0.1490,0.1490,0.1470,0.1510,,,,
C,0.0860,0.0850,0.0830,0.0820,0.0830,0.0850,0.1460,0.1470,0.1690,,,,
D,0.1610,0.1620,0.1620,0.1440,0.1430,0.1440,0.1410,0.1470,0.1920,,,,
E,0.0900,0.0880,0.0870,0.0840,0.0850,0.1180,0.1730,0.1740,0.1920,,,,
F,0.1560,0.1670,0.1640,0.1440,0.1450,0.1780,0.1800,0.1840,0.1910,,,,
G,0.0850,0.0850,0.0820,0.0880,0.0850,0.1190,0.0840,0.0850,0.0950,,,,
H,0.1480,0.1520,0.1600,0.0800,0.0820,0.0850,0.0840,0.0880,0.0850,,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",36.65,36.95,21.7,21.4,Meas B,0,0,De=1st Ex=Btm Em=N/A,2,2/8/2025 11:18:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,Meas B,0,42738,10,00:00:00.000,De=1st Ex=Btm Em=N/A,

Results for Meas B -  (A)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,0.0750,0.0760,0.0730,0.0950,0.0980,0.0990,0.1430,0.1390,0.1420,,,,
B,0.1840,0.1820,0.1870,0.1720,0.1740,0.1760,0.1450,0.1460,0.1460,,,,
C,0.0940,0.0940,0.0950,0.0900,0.0930,0.0940,0.1420,0.1440,0.1430,,,,
D,0.1960,0.1980,0.1980,0.1680,0.1640,0.1650,0.1370,0.1340,0.1390,,,,
E,0.1000,0.0980,0.0990,0.0920,0.0910,0.0900,0.1260,0.1270,0.1280,,,,
F,0.1990,0.2100,0.2110,0.1680,0.1700,0.1650,0.1300,0.1310,0.1360,,,,
G,0.0920,0.0930,0.0910,0.0950,0.0890,0.0920,0.0820,0.0840,0.0930,,,,
H,0.1840,0.1890,0.2000,0.0800,0.0820,0.0870,0.0840,0.0870,0.0840,,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",36.65,36.95,21.7,21.4,Meas B,0,0,De=1st Ex=Btm Em=N/A,3,2/8/2025 11:18:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,Meas B,0,42738,10,00:00:00.000,De=1st Ex=Btm Em=N/A,

Results for Meas B -  (A)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,0.0760,0.0770,0.0720,0.1090,0.1140,0.1140,0.1440,0.1390,0.1430,,,,
B,0.2600,0.2550,0.2580,0.2160,0.2140,0.2200,0.1450,0.1450,0.1450,,,,
C,0.1110,0.1120,0.1120,0.1020,0.1030,0.1030,0.1420,0.1430,0.1410,,,,
D,0.2620,0.2630,0.2630,0.1940,0.1930,0.1950,0.1350,0.1320,0.1380,,,,
E,0.1180,0.1170,0.1170,0.1010,0.1010,0.1000,0.1230,0.1250,0.1240,,,,
F,0.2640,0.2810,0.2810,0.2040,0.2040,0.2040,0.1290,0.1300,0.1340,,,,
G,0.1060,0.1080,0.1050,0.1020,0.0990,0.1010,0.0820,0.0830,0.0940,,,,
H,0.2470,0.2500,0.2620,0.0790,0.0810,0.0850,0.0830,0.0860,0.0860,,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",36.65,36.95,21.7,21.4,Meas B,0,0,De=1st Ex=Btm Em=N/A,4,2/8/2025 11:18:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,Meas B,0,42738,10,00:00:00.000,De=1st Ex=Btm Em=N/A,

Results for Meas B -  (A)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,0.0750,0.0760,0.0720,0.1280,0.1340,0.1320,0.1430,0.1390,0.1410,,,,
B,0.3410,0.3330,0.3280,0.2630,0.2590,0.2720,0.1430,0.1440,0.1440,,,,
C,0.1280,0.1290,0.1300,0.1140,0.1160,0.1170,0.1410,0.1420,0.1400,,,,
D,0.3340,0.3390,0.3390,0.2530,0.2450,0.2490,0.1350,0.1310,0.1380,,,,
E,0.1420,0.1410,0.1400,0.1140,0.1100,0.1090,0.1210,0.1220,0.1240,,,,
F,0.3580,0.3650,0.3700,0.2470,0.2420,0.2420,0.1280,0.1290,0.1320,,,,
G,0.1260,0.1290,0.1210,0.1140,0.1100,0.1120,0.0820,0.0830,0.0940,,,,
H,0.3170,0.3280,0.3330,0.0790,0.0810,0.0860,0.0840,0.0870,0.0860,,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",36.65,36.95,21.7,21.4,Meas B,0,0,De=1st Ex=Btm Em=N/A,5,2/8/2025 11:18:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,Meas B,0,42738,10,00:00:00.000,De=1st Ex=Btm Em=N/A,

Results for Meas B -  (A)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,0.0740,0.0750,0.0720,0.1590,0.1650,0.1660,0.1430,0.1390,0.1420,,,,
B,0.4110,0.4020,0.3910,0.3170,0.3130,0.3260,0.1430,0.1440,0.1430,,,,
C,0.1660,0.1690,0.1660,0.1340,0.1360,0.1380,0.1400,0.1410,0.1390,,,,
D,0.4120,0.4320,0.4260,0.3040,0.2960,0.2960,0.1330,0.1300,0.1360,,,,
E,0.1730,0.1740,0.1670,0.1300,0.1280,0.1260,0.1190,0.1210,0.1230,,,,
F,0.4150,0.4150,0.4250,0.3010,0.2950,0.2990,0.1260,0.1280,0.1290,,,,
G,0.1530,0.1560,0.1500,0.1320,0.1280,0.1310,0.0820,0.0820,0.0910,,,,
H,0.3750,0.3970,0.4020,0.0790,0.0810,0.0840,0.0820,0.0860,0.0840,,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",36.65,36.95,21.7,21.4,Meas B,0,0,De=1st Ex=Btm Em=N/A,6,2/8/2025 11:18:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,Meas B,0,42738,10,00:00:00.000,De=1st Ex=Btm Em=N/A,

Results for Meas B -  (A)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,0.0750,0.0750,0.0720,0.2100,0.2150,0.2200,0.1430,0.1400,0.1420,,,,
B,0.4710,0.4570,0.4470,0.3870,0.3820,0.3840,0.1440,0.1420,0.1430,,,,
C,0.2210,0.2250,0.2240,0.1670,0.1670,0.1690,0.1400,0.1420,0.1380,,,,
D,0.4890,0.5170,0.5030,0.3450,0.3360,0.3330,0.1330,0.1290,0.1360,,,,
E,0.2200,0.2290,0.2200,0.1590,0.1580,0.1540,0.1180,0.1200,0.1220,,,,
F,0.4520,0.4580,0.4640,0.3510,0.3460,0.3430,0.1270,0.1260,0.1300,,,,
G,0.1930,0.1960,0.1950,0.1580,0.1540,0.1590,0.0820,0.0830,0.0930,,,,
H,0.4280,0.4510,0.4640,0.0790,0.0800,0.0840,0.0820,0.0860,0.0840,,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",36.65,36.95,21.7,21.4,Meas B,0,0,De=1st Ex=Btm Em=N/A,7,2/8/2025 11:18:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,Meas B,0,42738,10,00:00:00.000,De=1st Ex=Btm Em=N/A,

Results for Meas B -  (A)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,0.0760,0.0760,0.0720,0.2770,0.2750,0.2900,0.1460,0.1410,0.1430,,,,
B,0.5200,0.5060,0.4950,0.4440,0.4520,0.4470,0.1440,0.1440,0.1430,,,,
C,0.2970,0.3020,0.3000,0.2120,0.2100,0.2110,0.1400,0.1420,0.1390,,,,
D,0.5500,0.5760,0.5550,0.3680,0.3620,0.3590,0.1310,0.1300,0.1360,,,,
E,0.2840,0.3080,0.3000,0.2080,0.2040,0.1970,0.1180,0.1200,0.1210,,,,
F,0.4760,0.4830,0.4930,0.3890,0.3820,0.3770,0.1260,0.1260,0.1280,,,,
G,0.2600,0.2700,0.2600,0.1950,0.1900,0.1980,0.0810,0.0810,0.0920,,,,
H,0.4740,0.4990,0.5140,0.0800,0.0800,0.0840,0.0810,0.0840,0.0850,,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",36.65,36.95,21.7,21.4,Meas B,0,0,De=1st Ex=Btm Em=N/A,8,2/8/2025 11:18:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,Meas B,0,42738,10,00:00:00.000,De=1st Ex=Btm Em=N/A,

Results for Meas B -  (A)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,0.0730,0.0730,0.0710,0.3580,0.3510,0.3620,0.1450,0.1430,0.1440,,,,
B,0.5570,0.5460,0.5370,0.4690,0.4780,0.4610,0.1420,0.1440,0.1450,,,,
C,0.3740,0.3750,0.3720,0.2630,0.2590,0.2600,0.1400,0.1410,0.1400,,,,
D,0.5700,0.6080,0.5790,0.3900,0.3810,0.3810,0.1310,0.1280,0.1350,,,,
E,0.3620,0.3790,0.3790,0.2530,0.2480,0.2440,0.1170,0.1190,0.1210,,,,
F,0.5080,0.5020,0.5160,0.4120,0.4060,0.3990,0.1230,0.1250,0.1290,,,,
G,0.3320,0.3400,0.3350,0.2400,0.2350,0.2430,0.0810,0.0820,0.0920,,,,
H,0.5120,0.5370,0.5570,0.0790,0.0800,0.0840,0.0820,0.0840,0.0840,,,,

Plate information 
