Plate information 
B,2724,2628,2564,2513,2621,1603,1484,1420,1476,1630,,,
C,3657,3407,3474,3379,3248,1790,1610,1617,1559,1488,,,
D,1606,1765,1670,1791,1639,1030,1044,1005,977,959,,,
E,1740,1540,1638,1653,1664,930,851,922,1016,821,,,
F,2094,2407,2384,2451,2466,742,823,684,717,768,,,
G,1469,1349,1440,1230,1403,666,648,624,632,672,,,
H,457,515,552,529,405,438,472,479,577,435,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",35.55,36.9,20.5,21,Meas A,0,0,De=1st Ex=Top Em=Top,31,2/18/2025 9:14:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,

Results for Meas A -  (RFU)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,543,360,531,531,490,558,,,,,,,
B,2757,2718,2494,2577,2763,1431,1527,1498,1497,1530,,,
C,3582,3535,3494,3511,3240,1626,1666,1599,1670,1423,,,
D,1637,1618,1748,1703,1710,895,892,932,872,1006,,,
E,1734,1685,1736,1744,1651,955,989,947,1011,855,,,
F,2257,2561,2594,2409,2491,883,802,769,752,843,,,
G,1418,1583,1477,1261,1436,769,742,737,686,733,,,
H,368,417,484,428,486,598,552,541,556,418,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",35.55,36.9,20.5,21,Meas A,0,0,De=1st Ex=Top Em=Top,32,2/18/2025 9:14:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,

Results for Meas A -  (RFU)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,544,372,518,450,509,477,,,,,,,
B,2752,2697,2506,2575,2726,1509,1429,1429,1570,1464,,,
C,3626,3583,3539,3297,3265,1571,1583,1481,1785,1360,,,
D,1656,1572,1666,1869,1640,910,975,983,869,913,,,
E,1721,1506,1678,1658,1620,1104,935,911,917,932,,,
F,2134,2589,2513,2651,2432,789,892,821,776,797,,,
G,1451,1347,1543,1381,1339,701,687,724,780,660,,,
H,466,520,524,382,552,471,423,473,456,541,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",35.55,36.9,20.5,21,Meas A,0,0,De=1st Ex=Top Em=Top,33,2/18/2025 9:14:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,

Results for Meas A -  (RFU)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,471,368,427,512,559,569,,,,,,,
B,3002,2726,2606,2687,2832,1533,1451,1516,1477,1492,,,
C,3560,3560,3483,3446,3342,1734,1573,1582,1547,1303,,,
D,1736,1697,1865,1719,1721,932,879,1047,977,1001,,,
E,1662,1460,1605,1669,1653,982,926,962,939,891,,,
F,2242,2667,2553,2644,2524,849,846,872,809,743,,,
G,1466,1509,1381,1343,1353,647,679,825,762,641,,,
H,418,417,451,475,508,475,521,420,484,534,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",35.55,36.9,20.5,21,Meas A,0,0,De=1st Ex=Top Em=Top,34,2/18/2025 9:14:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,

Results for Meas A -  (RFU)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,381,429,476,496,415,447,,,,,,,
B,2793,2798,2799,2717,2732,1566,1395,1509,1596,1478,,,
C,3638,3487,3544,3403,3434,1669,1619,1609,1569,1487,,,
D,1646,1674,1740,1805,1602,1005,1045,986,925,939,,,
E,1745,1579,1698,1634,1712,861,893,828,986,844,,,
F,2191,2587,2581,2547,2444,860,781,746,776,747,,,
G,1447,1519,1486,1395,1327,781,646,634,714,643,,,
H,442,434,421,474,456,546,466,455,457,460,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",35.55,36.9,20.5,21,Meas A,0,0,De=1st Ex=Top Em=Top,35,2/18/2025 9:14:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,

Results for Meas A -  (RFU)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,488,486,445,431,393,483,,,,,,,
B,2846,2759,2660,2727,2891,1530,1500,1569,1485,1455,,,
C,3561,3514,3563,3524,3383,1710,1449,1611,1601,1556,,,
D,1599,1775,1692,1820,1628,991,971,976,924,1049,,,
E,1772,1590,1645,1689,1673,747,918,913,855,849,,,
F,2200,2514,2673,2614,2525,778,706,822,806,850,,,
G,1414,1557,1578,1370,1306,655,662,675,752,603,,,
H,503,422,486,509,407,443,447,490,442,527,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",35.55,36.9,20.5,21,Meas A,0,0,De=1st Ex=Top Em=Top,36,2/18/2025 9:14:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,

Results for Meas A -  (RFU)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,416,473,365,402,427,512,,,,,,,
B,2820,2806,2643,2797,2926,1634,1392,1481,1537,1491,,,
C,3677,3480,3466,3467,3334,1560,1463,1542,1724,1539,,,
D,1614,1698,1765,1815,1688,893,946,887,797,1067,,,
E,1563,1644,1655,1639,1686,937,893,968,956,816,,,
F,2262,2672,2727,2714,2580,839,773,695,799,814,,,
G,1526,1418,1516,1478,1475,691,765,650,790,624,,,
H,355,442,447,477,386,405,383,499,401,498,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",35.55,36.9,20.5,21,Meas A,0,0,De=1st Ex=Top Em=Top,37,2/18/2025 9:14:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,

Results for Meas A -  (RFU)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,487,472,526,449,480,512,,,,,,,
B,2926,2841,2708,2771,2875,1534,1469,1526,1626,1412,,,
C,3603,3453,3556,3466,3292,1652,1532,1520,1608,1472,,,
D,1859,1867,1776,1862,1746,1005,1020,975,858,1120,,,
E,1694,1568,1539,1681,1639,831,916,921,980,793,,,
F,2166,2813,2575,2702,2541,683,694,813,763,849,,,
G,1504,1475,1581,1433,1284,647,660,765,835,577,,,
H,475,411,424,415,366,393,484,441,583,539,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",35.55,36.9,20.5,21,Meas A,0,0,De=1st Ex=Top Em=Top,38,2/18/2025 9:14:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,

Results for Meas A -  (RFU)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,417,478,519,523,418,543,,,,,,,
B,2917,2799,2733,2830,2936,1665,1517,1543,1569,1475,,,
C,3625,3460,3490,3506,3484,1631,1537,1543,1606,1401,,,
D,1708,1800,1902,1950,1833,786,873,887,924,1100,,,
E,1688,1623,1538,1753,1619,911,910,1008,962,811,,,
F,2141,2789,2750,2645,2609,705,811,721,713,827,,,
G,1481,1479,1630,1413,1397,734,692,619,887,590,,,
H,468,404,519,448,463,553,560,484,468,523,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",35.55,36.9,20.5,21,Meas A,0,0,De=1st Ex=Top Em=Top,39,2/18/2025 9:14:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,

Results for Meas A -  (RFU)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,484,547,512,600,434,492,,,,,,,
B,3016,2804,2812,2757,2847,1668,1495,1538,1531,1458,,,
C,3546,3514,3610,3473,3303,1612,1581,1666,1568,1384,,,
D,1810,1820,1832,1885,1692,930,962,930,990,1054,,,
E,1756,1530,1646,1700,1647,952,987,846,877,788,,,
F,2362,2690,2742,2756,2687,812,786,730,822,792,,,
G,1456,1507,1409,1482,1354,651,707,661,675,641,,,
H,449,367,473,386,417,477,419,485,401,406,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",35.55,36.9,20.5,21,Meas A,0,0,De=1st Ex=Top Em=Top,40,2/18/2025 9:14:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,

Results for Meas A -  (RFU)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,535,468,418,401,617,435,,,,,,,
B,2942,2854,2736,2842,2816,1736,1497,1435,1532,1404,,,
C,3714,3601,3463,3523,3344,1708,1684,1583,1516,1474,,,
D,1577,1825,1898,1995,1816,937,959,916,921,1160,,,
E,1755,1562,1576,1559,1727,836,1056,1014,973,824,,,
F,2345,2881,2755,2508,2485,740,754,755,732,819,,,
G,1511,1588,1616,1457,1325,710,675,780,621,581,,,
H,462,464,515,515,464,574,497,395,502,331,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",35.55,36.9,20.5,21,Meas A,0,0,De=1st Ex=Top Em=Top,41,2/18/2025 9:14:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,

Results for Meas A -  (RFU)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,469,453,611,538,367,521,,,,,,,
B,3025,2829,2797,2901,2923,1777,1473,1540,1560,1474,,,
C,3636,3498,3533,3421,3432,1612,1419,1618,1606,1422,,,
D,1742,1864,1906,1963,1747,985,982,899,941,1091,,,
E,1811,1531,1651,1704,1609,984,895,929,882,889,,,
F,2166,2808,2645,2767,2679,659,775,830,803,806,,,
G,1497,1665,1447,1491,1422,658,736,673,637,651,,,
H,475,473,510,441,412,368,405,501,470,375,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",35.55,36.9,20.5,21,Meas A,0,0,De=1st Ex=Top Em=Top,42,2/18/2025 9:14:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,

Results for Meas A -  (RFU)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,395,473,509,482,414,429,,,,,,,
B,3085,2994,2882,2833,3013,1665,1514,1607,1551,1419,,,
C,3715,3517,3519,3442,3391,1626,1499,1493,1553,1292,,,
D,1728,1842,1979,2020,1773,880,994,909,988,1052,,,
E,1776,1688,1621,1680,1638,969,993,902,961,892,,,
F,2236,2707,2709,2672,2663,821,870,820,814,733,,,
G,1472,1472,1590,1448,1362,665,650,644,676,655,,,
H,365,465,361,424,520,443,459,500,480,462,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",35.55,36.9,20.5,21,Meas A,0,0,De=1st Ex=Top Em=Top,43,2/18/2025 9:14:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,

Results for Meas A -  (RFU)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,477,400,449,317,587,427,,,,,,,
B,3038,3021,2953,2730,2988,1750,1412,1600,1552,1457,,,
C,3684,3507,3507,3441,3323,1687,1588,1637,1612,1405,,,
D,1673,1885,1894,2066,1782,843,996,954,956,1059,,,
E,1695,1456,1585,1705,1709,994,937,971,972,830,,,
F,2278,2691,2714,2734,2650,685,690,813,708,877,,,
G,1530,1499,1584,1326,1340,585,671,769,729,685,,,
H,555,523,481,421,475,412,333,451,511,380,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",35.55,36.9,20.5,21,Meas A,0,0,De=1st Ex=Top Em=Top,44,2/18/2025 9:14:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,

Results for Meas A -  (RFU)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,421,350,550,393,476,387,,,,,,,
B,2937,2997,2892,2841,3084,1603,1455,1590,1603,1382,,,
C,3543,3555,3562,3496,3408,1685,1507,1510,1660,1538,,,
D,1675,1933,1999,1997,1875,968,978,792,855,1090,,,
E,1676,1493,1560,1651,1680,894,967,813,981,878,,,
F,2172,2729,2730,2729,2604,862,736,753,725,805,,,
G,1473,1489,1591,1538,1462,654,715,663,728,602,,,
H,470,515,564,350,479,492,477,468,553,393,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",35.55,36.9,20.5,21,Meas A,0,0,De=1st Ex=Top Em=Top,45,2/18/2025 9:14:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,

Results for Meas A -  (RFU)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,499,386,416,426,493,534,,,,,,,
B,3121,3000,2739,2812,3025,1737,1518,1537,1615,1339,,,
C,3666,3582,3559,3481,3511,1608,1492,1652,1611,1308,,,
D,1732,1785,1903,2000,1882,988,801,944,921,1129,,,
E,1682,1411,1575,1715,1819,931,1052,987,934,834,,,
F,2208,2648,2737,2891,2624,689,752,833,698,765,,,
G,1501,1559,1589,1604,1413,715,648,657,697,540,,,
H,444,520,439,482,518,572,519,519,470,411,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",35.55,36.9,20.5,21,Meas A,0,0,De=1st Ex=Top Em=Top,46,2/18/2025 9:14:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,

Results for Meas A -  (RFU)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,529,454,454,408,516,475,,,,,,,
B,3127,3012,2917,2842,3027,1779,1481,1578,1581,1396,,,
C,3678,3529,3549,3556,3468,1645,1560,1577,1605,1456,,,
D,1629,1882,1982,2088,1927,949,986,968,983,1160,,,
E,1655,1600,1546,1598,1663,967,870,903,980,976,,,
F,2266,2747,2883,2789,2488,696,693,741,733,809,,,
G,1514,1636,1608,1524,1455,770,692,627,591,708,,,
H,524,459,538,511,475,441,454,576,507,479,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",35.55,36.9,20.5,21,Meas A,0,0,De=1st Ex=Top Em=Top,47,2/18/2025 9:14:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,

Results for Meas A -  (RFU)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,400,499,450,441,506,383,,,,,,,
B,3092,3011,2895,2773,2981,1669,1503,1502,1593,1427,,,
C,3769,3579,3556,3392,3440,1637,1541,1644,1593,1438,,,
D,1681,1909,2009,1985,1969,936,929,964,975,1203,,,
E,1695,1432,1627,1605,1578,1007,867,948,902,890,,,
F,2222,2573,2780,2781,2617,824,651,872,765,695,,,
G,1632,1604,1784,1415,1591,732,741,845,699,650,,,
H,595,498,392,451,393,375,603,503,464,542,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",35.55,36.9,20.5,21,Meas A,0,0,De=1st Ex=Top Em=Top,48,2/18/2025 9:14:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,

Results for Meas A -  (RFU)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,531,504,560,379,524,396,,,,,,,
B,3045,3056,2753,2911,3017,1743,1560,1577,1506,1340,,,
C,3656,3690,3494,3535,3253,1662,1592,1527,1622,1373,,,
D,1759,1957,1947,2042,1993,900,862,911,890,1204,,,
E,1613,1554,1647,1709,1668,975,905,992,936,789,,,
F,2163,2793,2885,2832,2682,837,697,698,674,742,,,
G,1477,1622,1702,1558,1487,620,734,659,698,792,,,
H,574,627,423,414,419,460,378,478,486,529,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",35.55,36.9,20.5,21,Meas A,0,0,De=1st Ex=Top Em=Top,49,2/18/2025 9:14:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,

Results for Meas A -  (RFU)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,358,536,549,535,482,483,,,,,,,
B,3170,3214,2915,2982,3091,1558,1451,1659,1549,1415,,,
C,3569,3536,3654,3460,3364,1656,1467,1606,1572,1470,,,
D,1634,1845,2122,1888,1854,967,999,985,903,1108,,,
E,1692,1629,1596,1662,1689,913,806,997,1085,764,,,
F,2373,2769,2898,2837,2709,805,768,893,727,853,,,
G,1646,1652,1635,1588,1431,759,602,704,663,648,,,
H,500,459,507,500,518,477,371,453,431,479,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",35.55,36.9,20.5,21,Meas A,0,0,De=1st Ex=Top Em=Top,50,2/18/2025 9:14:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,

Results for Meas A -  (RFU)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,327,452,519,471,453,540,,,,,,,
B,2992,3022,2832,3009,3007,1710,1530,1549,1556,1513,,,
C,3580,3508,3450,3476,3368,1580,1489,1654,1595,1319,,,
D,1687,1910,2012,2101,1913,894,982,982,918,1130,,,
E,1738,1488,1531,1655,1687,903,991,956,920,915,,,
F,2302,2733,2927,2752,2811,655,836,714,732,778,,,
G,1633,1519,1735,1468,1554,627,650,597,706,667,,,
H,500,426,490,349,521,391,523,367,507,505,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",35.55,36.9,20.5,21,Meas A,0,0,De=1st Ex=Top Em=Top,51,2/18/2025 9:14:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,

Results for Meas A -  (RFU)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,563,447,594,407,523,417,,,,,,,
B,3151,3161,2976,3047,3058,1722,1486,1605,1710,1431,,,
C,3583,3518,3560,3388,3370,1630,1517,1457,1684,1502,,,
D,1683,2008,1992,1983,1929,872,845,848,870,1137,,,
E,1685,1566,1601,1762,1723,932,913,899,889,823,,,
F,2310,2617,2939,2865,2640,722,819,666,796,756,,,
G,1592,1575,1666,1521,1539,705,602,643,763,799,,,
H,449,425,449,529,335,559,471,416,519,528,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",35.55,36.9,20.5,21,Meas A,0,0,De=1st Ex=Top Em=Top,52,2/18/2025 9:14:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,

Results for Meas A -  (RFU)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,423,353,492,440,449,399,,,,,,,
B,3128,3159,3000,2839,2936,1713,1451,1558,1475,1338,,,
C,3617,3584,3566,3498,3335,1596,1570,1649,1593,1368,,,
D,1805,1889,2117,2125,1938,894,961,841,927,1178,,,
E,1644,1624,1692,1718,1699,860,877,995,896,919,,,
F,2395,2648,2955,2837,2891,775,811,855,823,801,,,
G,1633,1684,1693,1453,1481,750,761,714,629,535,,,
H,461,466,449,497,481,515,455,457,471,513,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",35.55,36.9,20.5,21,Meas A,0,0,De=1st Ex=Top Em=Top,53,2/18/2025 9:14:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,

Results for Meas A -  (RFU)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,494,534,400,484,483,387,,,,,,,
B,3171,3058,2953,2950,3154,1673,1422,1542,1613,1434,,,
C,3664,3647,3513,3462,3310,1550,1460,1583,1678,1508,,,
D,1720,1899,1993,2012,1985,831,938,942,1014,1218,,,
E,1766,1645,1663,1626,1643,931,906,941,996,894,,,
F,2254,2673,2993,2856,2822,789,797,767,749,796,,,
G,1637,1731,1653,1566,1469,732,603,624,772,733,,,
H,506,387,469,536,455,384,483,437,481,513,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",35.55,36.9,20.5,21,Meas A,0,0,De=1st Ex=Top Em=Top,54,2/18/2025 9:14:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,

Results for Meas A -  (RFU)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,465,397,392,512,507,363,,,,,,,
B,3230,3163,3022,2985,3110,1670,1567,1770,1415,1463,,,
C,3676,3624,3519,3563,3366,1609,1498,1626,1520,1376,,,
D,1834,1932,2053,2106,1929,913,891,831,1056,1275,,,
E,1616,1580,1617,1590,1671,876,808,973,995,855,,,
F,2490,2514,2873,2846,2712,725,833,819,687,657,,,
G,1546,1719,1688,1549,1525,775,673,765,698,590,,,
H,517,364,373,483,502,483,396,358,476,458,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",35.55,36.9,20.5,21,Meas A,0,0,De=1st Ex=Top Em=Top,55,2/18/2025 9:14:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,

Results for Meas A -  (RFU)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,332,427,514,420,490,404,,,,,,,
B,3198,3282,2862,3105,3173,1744,1497,1743,1445,1344,,,
C,3693,3554,3492,3376,3332,1683,1582,1577,1598,1426,,,
D,1704,1985,2074,2076,1839,1030,891,827,895,1251,,,
E,1684,1588,1614,1721,1663,767,913,921,960,771,,,
F,2386,2639,2961,2891,2883,761,767,752,742,597,,,
G,1666,1687,1717,1583,1370,590,703,773,675,636,,,
H,355,499,490,359,403,623,454,407,461,532,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",35.55,36.9,20.5,21,Meas A,0,0,De=1st Ex=Top Em=Top,56,2/18/2025 9:14:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,

Results for Meas A -  (RFU)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,444,394,524,467,457,503,,,,,,,
B,3205,3201,2997,2991,3140,1839,1691,1658,1708,1394,,,
C,3514,3495,3569,3525,3418,1701,1480,1587,1534,1420,,,
D,1671,1920,2075,2104,1941,818,928,909,1028,1294,,,
E,1615,1697,1756,1623,1705,838,930,934,983,750,,,
F,2361,2641,3082,2874,2874,733,761,748,700,836,,,
G,1692,1652,1698,1543,1536,683,707,672,676,659,,,
H,465,392,350,522,541,429,465,428,433,501,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",35.55,36.9,20.5,21,Meas A,0,0,De=1st Ex=Top Em=Top,57,2/18/2025 9:14:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,

Results for Meas A -  (RFU)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,506,409,489,619,480,380,,,,,,,
B,3323,3238,2915,3036,3289,1729,1638,1681,1625,1367,,,
C,3602,3736,3544,3408,3247,1661,1609,1592,1592,1485,,,
D,1714,1871,2149,1985,1950,958,835,865,957,1243,,,
E,1707,1627,1589,1631,1873,992,863,955,973,802,,,
F,2326,2581,2953,2908,2783,734,757,587,855,768,,,
G,1632,1761,1715,1593,1499,641,641,688,665,744,,,
H,462,481,447,583,445,414,454,350,474,429,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",35.55,36.9,20.5,21,Meas A,0,0,De=1st Ex=Top Em=Top,58,2/18/2025 9:14:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,

Results for Meas A -  (RFU)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,400,437,538,493,493,482,,,,,,,
B,3269,3152,2931,2989,3144,1665,1578,1613,1477,1369,,,
C,3664,3491,3501,3362,3390,1665,1587,1562,1541,1377,,,
D,1757,1962,2147,2122,2045,885,1039,863,991,1184,,,
E,1778,1481,1579,1721,1663,910,800,1003,961,872,,,
F,2491,2592,3163,2939,2806,729,766,799,723,737,,,
G,1707,1624,1737,1596,1450,758,686,730,658,699,,,
H,468,371,437,560,416,562,459,390,557,397,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",35.55,36.9,20.5,21,Meas A,0,0,De=1st Ex=Top Em=Top,59,2/18/2025 9:14:21 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,

Results for Meas A -  (RFU)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,421,395,485,451,485,552,,,,,,,
B,3293,3237,3094,3056,3176,1666,1522,1561,1652,1530,,,
C,3647,3578,3562,3335,3404,1628,1613,1510,1583,1492,,,
D,1715,1982,2093,2152,1873,911,901,1017,894,1288,,,
E,1621,1601,1703,1587,1675,1012,886,855,975,809,,,
